FIPS,Socioeconomic,HouseholdCompDisab,MinorityLang,HousingTransp,Total
3013200,0.7884,0.7071,0.8693,0.5771,0.8245
3013300,0.1051,0.0717,0.3429,0.4509,0.1149
3013400,0.5186,0.0857,0.6212,0.925,0.6176
3013500,0.1417,0.1592,0.42100000000000004,0.4745,0.2137
3013600,0.599,0.3817,0.5647,0.5271,0.5803
3013700,0.4074,0.1128,0.4854,0.8191,0.4755
3013800,0.6015,0.3176,0.7031,0.7066,0.66
3013900,0.1768,0.039,0.4579,0.593,0.1865
3014000,0.3912,0.3468,0.6592,0.8036,0.5977
3014100,0.3643,0.0316,0.5008,0.9438,0.4392
3014200,0.5626,0.1871,0.58,0.4126,0.4668
3014300,0.3651,0.0584,0.6142,0.8765,0.4766
3014500,0.3684,0.0287,0.6421,0.8036,0.3857
3014700,0.4894,0.4729,0.6237,0.4028,0.5228
3014800,0.6473,0.4624,0.4367,0.18899999999999997,0.4398
3014900,0.2186,0.0921,0.34,0.9644,0.4089
3015000,0.317,0.5696,0.5988,0.21899999999999997,0.3672
3015100,0.0649,0.1121,0.4206,0.9316,0.3324
3015200,0.3663,0.4827,0.5839,0.7781,0.5838
3015300,0.195,0.0556,0.3421,0.6254,0.1948
3015400,-999.0,-999.0,-999.0,-999.0,-999.0
3015500,0.1409,0.1221,0.3452,0.39,0.1463
3015700,0.04,0.0425,0.2856,0.6382,0.0938
3015900,0.0943,0.0347,0.2322,0.9171,0.1965
3016000,0.4729,0.0518,0.7194,0.6339,0.4465
3016100,0.2105,0.0543,0.48,0.787,0.3012
3016200,0.3736,0.1452,0.3532,0.8442,0.4444
3016300,0.26,0.0587,0.5138,0.9726,0.4683
3016400,0.1136,0.3678,0.5586,0.6461,0.3591
3016500,0.0172,0.0851,0.2654,0.6616,0.1131
3016600,0.1745,0.1737,0.4751,0.0562,0.0795
3016700,0.005,0.1824,0.4324,0.564,0.1631
3016800,0.258,0.8519,0.6899,0.1446,0.4106
3016900,0.1884,0.0915,0.5169,0.4258,0.2116
3017000,0.649,0.4818,0.8369,0.3423,0.632
3017100,0.1351,0.3055,0.4633,0.4586,0.2624
3017200,0.6059,0.1691,0.8375,0.386,0.5467
3017400,0.5866,0.6117,0.7412,0.3465,0.6122
3017500,-999.0,-999.0,-999.0,-999.0,-999.0
3017600,0.8456,0.7059,0.8134,0.5661,0.8365
3017700,-999.0,-999.0,-999.0,-999.0,-999.0
3017800,0.7874,0.298,0.9124,0.8728,0.8417
3017900,0.7070000000000001,0.7895,0.6984,0.8465,0.8483
3018000,0.6366,0.4405,0.8627,0.4254,0.6531
3018100,0.2147,0.0626,0.6029,0.6589,0.2994
3018200,0.8417,0.2644,0.8969,0.373,0.7108
3018300,0.1908,0.0221,0.3381,0.5609,0.11199999999999999
3018400,0.6573,0.2429,0.799,0.4397,0.6044
3018501,0.9888,0.9124,0.8297,0.9494,0.9834
3018600,0.6927,0.4364,0.7781,0.3753,0.645
3018700,0.5033,0.081,0.5767,0.9304,0.5952
3018800,0.6011,0.3021,0.7823,0.3705,0.5637
3019000,0.8715,0.1303,0.9043,0.6318,0.7629
3019100,0.2926,0.0417,0.5431,0.8429,0.3697
3019200,0.7553,0.29600000000000004,0.8654,0.9785,0.8693
3019300,0.7685,0.4599,0.5901,0.9635,0.8481
3019400,0.8889,0.2722,0.914,0.9859,0.9243
3019500,0.0993,0.0273,0.4784,0.6925,0.1564
3019600,0.909,0.6555,0.8381,0.8164,0.9056
3019700,0.3166,0.0642,0.3478,0.7818,0.3185
3019800,0.4704,0.8744,0.7882,0.1685,0.5724
3019900,0.3203,0.0411,0.5035,0.8243,0.3606
3020000,0.7944,0.5882,0.8431,0.3309,0.7268
3020100,0.2155,0.0293,0.3979,0.5186,0.138
3020200,0.5522,0.5762,0.7282,0.1075,0.4564
3020300,0.511,0.063,0.6559,0.7677,0.5133
3020400,0.6407,0.5648,0.6679999999999999,0.19,0.5396
3020500,0.149,0.0244,0.4006,0.7240000000000001,0.1627
3020600,0.3999,0.3247,0.7134,0.6413,0.5502
3020700,0.1156,0.0657,0.5023,0.4654,0.1666
3020800,0.8054,0.6671,0.9014,0.8061,0.8761
3021000,0.8259,0.5064,0.9078,0.5736,0.8075
3021100,0.5906,0.8294,0.619,0.8394,0.8006
3021200,0.8964,0.3137,0.9254,0.5288,0.8048
3021300,0.6459,0.1439,0.5398,0.6123,0.5533
3021400,0.8061,0.0832,0.8336,0.5093,0.6494
3021500,0.563,0.3625,0.5973,0.7759999999999999,0.6537
3021600,0.8819,0.1435,0.5039,0.7416,0.7172
3021700,0.6368,0.3561,0.7447,0.7393,0.706
3021800,0.782,0.5444,0.5047,0.5924,0.7124
3021900,0.4322,0.1378,0.6526,0.9869,0.6936
3022000,0.9455,0.3994,0.4926,0.8255,0.8421
3022100,0.6179,0.1417,0.5336,0.8887,0.6506
3022200,0.815,0.4457,0.4482,0.9364,0.8214
3022400,0.7439,0.0805,0.6614,0.8531,0.6892
3022600,0.8535,0.2439,0.8392,0.5501,0.7519
3022700,0.3145,0.1101,0.4882,0.8015,0.4174
3022800,0.868,0.1898,0.6567,0.9934,0.8975
3022900,0.37799999999999995,0.1037,0.5705,0.5514,0.3766
3023000,0.8423,0.2425,0.6103,0.5485,0.6971
3023100,0.3462,0.0667,0.5239,0.644,0.3436
3023200,0.8048,0.2171,0.5452,0.58,0.6602
3023300,0.7105,0.6154,0.7016,0.8618,0.8241
3023400,0.8206,0.1999,0.3765,0.9227,0.7454
3023500,0.6482,0.3181,0.6889,0.8923,0.7525
3023600,0.8933,0.1609,0.4287,0.7234,0.7056
3023800,0.8496,0.6625,0.4907,0.6944,0.7963
3024000,0.85,0.7464,0.4138,0.9014,0.8595
3024100,0.7022,0.0233,0.6598,0.9615,0.6523
3024200,0.8098,0.1768,0.4487,0.4693,0.5807
3024300,0.6511,0.1764,0.6771,0.7843,0.6689
3024400,0.8063,0.222,0.5264,0.4337,0.6066
3024500,0.5579999999999999,0.0454,0.6409999999999999,0.4979,0.4114
3024600,0.8299,0.349,0.7462,0.5895,0.7544
3024700,0.7791,0.3618,0.6359,0.6778,0.7293
3024800,0.7213,0.6524,0.8823,0.48200000000000004,0.7593
3024900,0.5276,0.044000000000000004,0.6369,0.7594,0.4851
3025000,0.8,0.1409,0.9367,0.6154,0.7344
3025100,0.8375,0.8013,0.6303,0.8985,0.8996
3025200,0.8164,0.2243,0.8567,0.8674,0.8268
3025300,0.6925,0.3604,0.5384,0.7246,0.6759
3025400,0.8991,0.657,0.8604,0.5203,0.8490000000000001
3025500,0.9932,0.9031,0.9202,0.7433,0.9581
3025600,0.9136,0.8490000000000001,0.9173,0.551,0.9
3025700,0.8023,0.1983,0.7534,0.7779,0.7627
3025800,0.8166,0.5318,0.8567,0.9428,0.8981
3025901,0.7965,0.5754,0.7394,0.9246,0.8759
3025902,0.9992,0.9667,0.9744,0.5315,0.9566
3026000,0.8156,0.5248,0.8814,0.3709,0.7461
3026100,0.586,0.0525,0.5629,0.5226,0.42100000000000004
3026200,0.8771,0.6902,0.8992,0.3987,0.8249
3026300,0.8013,0.424,0.7495,0.5294,0.7425
3026400,0.7381,0.0582,0.9118,0.6386,0.6429
3026500,0.6515,0.1685,0.4194,0.66,0.5429
3026600,0.8203,0.5264,0.9171,0.4747,0.7867
3026700,0.6546,0.1658,0.5511,0.7872,0.6336
3026800,0.8257,0.6254,0.8614,0.9619,0.9179999999999999
3026900,0.6127,0.3938,0.5161,0.7859999999999999,0.6645
3027000,0.5667,0.2933,0.7398,0.8162,0.6890000000000001
3027100,0.6946,0.7924,0.6551,0.8017,0.8243
3027200,0.7929999999999999,0.4471,0.8509,0.6169,0.7817
3027300,0.6871,0.5087,0.5788,0.8402,0.7573
3027400,0.6732,0.2402,0.807,0.5785,0.6593
3027500,0.5236,0.1382,0.5932,0.723,0.5423
3027600,0.7468,0.2699,0.9097,0.6823,0.7502
3027700,0.8595,0.6295,0.6705,0.7333,0.8436
3027800,0.7924,0.4453,0.8689,0.5872,0.7772
3027900,0.5292,0.3205,0.6414,0.6987,0.6077
3028000,0.7275,0.1126,0.8489,0.6011,0.6554
3028100,0.9229,0.8164,0.7616,0.833,0.9247
3028200,0.6691,0.1392,0.8534,0.8719,0.7355
3028300,0.9513,0.6964,0.8256,0.9923,0.9757
3028400,0.752,0.843,0.8287,0.6417,0.8446
3028501,0.8069,0.0572,0.8503,0.9391,0.7851
3028502,0.9867,0.9986,0.9264,0.7134,0.9840000000000001
3028600,0.6225,0.8771,0.8212,0.7109,0.8255
3028700,0.6913,0.6675,0.7676,0.7315,0.7921
3028800,0.7339,0.4653,0.8718,0.5993,0.7559999999999999
3028900,0.9225,0.7356,0.7528,0.8274,0.9131
3029000,0.5891,0.6603,0.7524,0.6855,0.733
3029100,0.5676,0.1902,0.6699,0.7741,0.6245
3029200,0.8005,0.5335,0.8551,0.6013,0.7981
3029300,0.8067,0.3261,0.7334,0.6659999999999999,0.7546
3029400,0.8999,0.8711,0.7895,0.9702,0.9595
3029500,0.4741,0.0774,0.6097,0.3382,0.3361
3029600,0.8106,0.5283,0.8245,0.649,0.8066
3029700,0.4412,0.0977,0.6124,0.7292,0.48200000000000004
3029800,0.5574,0.5723,0.8165,0.541,0.6741
3029900,0.8663,0.88,0.7742,0.8871,0.9326
3030000,0.7615,0.6504,0.9056,0.4996,0.7884
3030100,0.8114,0.8976,0.7340000000000001,0.4132,0.8218
3030200,0.7424,0.3763,0.8769,0.6821,0.7635
3030300,0.9059,0.8406,0.7697,0.9884,0.9701
3030400,0.8245,0.6689,0.8511,0.7006,0.8508
3030500,0.3943,0.0479,0.5827,0.9712,0.55
3030600,0.8363,0.271,0.8540000000000001,0.9329,0.8658
3030700,0.9737,0.8761,0.767,0.763,0.9388
3030800,0.7709999999999999,0.7877,0.7190000000000001,0.44299999999999995,0.7701
3030900,0.8448,0.4926,0.8002,0.5932,0.8009999999999999
3031100,0.8056,0.0624,0.5928,0.5839,0.5886
3031300,0.5408,0.3971,0.4369,0.8962,0.6624
3031400,0.6527,0.6884,0.6918,0.7012,0.7577
3031500,0.47200000000000003,0.1183,0.5466,0.8933,0.5743
3031701,0.5182,0.0475,0.4049,0.568,0.3386
3031702,0.3835,0.0865,0.5546,0.8056,0.4575
3031900,0.7712,0.4444,0.4819,0.5586,0.6707
3032100,0.6268,0.1613,0.5868,0.9855,0.7643
3032300,0.6171,0.0613,0.6837,0.8883,0.6311
3032500,0.5779,0.2323,0.7078,0.632,0.6017
3032600,0.9838,0.9302,0.8546,0.8,0.9598
3032700,0.7503,0.2218,0.7458,0.8458,0.7658
3032800,0.7731,0.8484,0.934,0.3214,0.7971
3032900,0.7739,0.5264,0.6419,0.7273,0.773
3033000,0.9679,0.9754,0.8270000000000001,0.909,0.9807
3033100,0.7779,0.1283,0.6014,0.5995,0.6309
3033300,0.6316,0.6022,0.5221,0.6857,0.6813
3033500,0.7082,0.3364,0.5303,0.9938,0.8475
3033600,0.4043,0.2846,0.5794,0.8767,0.6019
3033700,0.5228,0.4232,0.5614,0.8877,0.6907
3033900,0.765,0.7086,0.6847,0.718,0.8137
3034000,0.972,0.9267,0.8342,0.9577,0.9838
3034100,0.6196,0.3802,0.5918,0.8782,0.7259
3034200,0.9685,0.9998,0.8715,0.6873,0.9782
3034300,0.92,0.8131,0.8466,0.8819,0.9390000000000001
3034500,0.7536,0.1419,0.7639,0.6699,0.6838
3034700,0.8645,0.8052,0.6365,0.6633,0.8533
3034800,0.8338,0.2955,0.8975,0.7493,0.8166
3034900,0.8867,0.6493,0.6854,0.7358,0.8566
3035000,0.5303,0.7586,0.5041,0.5321,0.6255
3035100,0.861,0.7984,0.7524,0.8357,0.9048
3035200,0.7961,0.5836,0.8033,0.9129999999999999,0.8815
3035300,0.7729,0.3147,0.6664,0.8266,0.7716
3035400,0.2659,0.6985,0.5462,0.483,0.473
3035500,0.7911,0.8779,0.7351,0.7290000000000001,0.8707
3035601,0.5723,0.4632,0.5584,0.5303,0.5846
3035602,0.3695,0.5539,0.519,0.7565,0.5728
3035700,0.9109,0.8081,0.7466,0.6432,0.8844
3035900,0.9405,0.7352,0.7062,0.9409,0.9392
3036001,0.8098,0.6625,0.5293,0.7364,0.7975
3036002,0.8755,0.6846,0.6609999999999999,0.8753,0.8919
3036100,0.8268,0.9734,0.8303,0.9445,0.9558
3036200,0.8786,0.4046,0.8344,0.8715,0.8774
3036300,0.8421,0.9207,0.7691,0.6892,0.8944
3036400,0.8220000000000001,0.6134,0.7596,0.8692,0.8737
3036501,0.7795,0.8346,0.5598,0.6823,0.8158
3036502,0.8065,0.8765,0.747,0.8945,0.9156
3036600,0.8309,0.5176,0.8425,0.9534,0.9021
3036700,0.6892,0.4416,0.8082,0.4811,0.6861
3036900,0.8297,0.7313,0.6713,0.8859999999999999,0.8857
3037000,0.5781,0.6429,0.6693,0.4592,0.6392
3037100,0.6558,0.7974,0.6538,0.6258,0.7591
3037300,0.7654,0.4684,0.6264,0.8365,0.7954
3037401,0.557,0.8401,0.6633,0.5529999999999999,0.7122
3037402,0.718,0.4358,0.8016,0.6361,0.74
3037500,0.8075,0.3321,0.7225,0.7712,0.7873
3037700,0.6678,0.6173,0.4779,0.6651,0.684
3037900,0.622,0.4027,0.621,0.5303,0.6154
3038100,0.7329,0.5242,0.6693,0.6817,0.7459
3038200,0.9857,0.9558,0.9398,0.7536,0.9672
3038300,0.5783,0.2121,0.654,0.6622,0.5896
3038500,0.6053,0.1989,0.6353,0.7468,0.6259
3038600,0.7466,0.4568,0.8437,0.5939,0.7541
3038700,0.8071,0.2515,0.5346,0.8601,0.7604
3038800,0.493,0.7782,0.6175,0.6208,0.6778
3038900,0.7126,0.1448,0.8592,0.5734,0.6566
3039000,0.6237,0.3383,0.4225,0.4202,0.4952
3039100,0.8985,0.2811,0.8697,0.6237,0.8112
3039200,0.6388,0.5812,0.5606,0.4055,0.6027
3039300,0.8407,0.1113,0.8052,0.8968,0.8095
3039400,0.7095,0.9226,0.6002,0.5489,0.7936
3039500,0.9175,0.5122,0.8045,0.8562,0.8969
3039600,0.3827,0.5948,0.528,0.4807,0.5006
3039700,0.7816,0.3377,0.779,0.7603,0.7813
3039800,0.8587,0.6206,0.8604,0.8398,0.8909
3039900,0.8959999999999999,0.1974,0.8126,0.6042,0.7743
3040000,0.7996,0.6053,0.8676,0.4546,0.7739
3040100,0.8556,0.3953,0.7633,0.9814,0.9085
3040200,0.8678,0.4159,0.8664,0.3738,0.7523
3040300,0.8201,0.475,0.8087,0.8291,0.8492
3040400,0.7762,0.1927,0.8416,0.2942,0.6081
3040500,0.6312,0.0725,0.7293,0.8806,0.6548
3040600,0.8216,0.3575,0.8866,0.4836,0.7504
3040700,-999.0,-999.0,-999.0,-999.0,-999.0
3040800,0.8121,0.3081,0.9128,0.2478,0.6612
3040900,0.8365,0.2914,0.8932,0.8259,0.8396
3041000,0.8119,0.8214,0.6729999999999999,0.7281,0.8548
3041100,0.8322,0.5684,0.8602,0.5298,0.8021
3041200,0.5439,0.4449,0.8016,0.4739,0.6139
3041300,0.7491,0.6332,0.8146,0.45399999999999996,0.7469
3041401,0.8448,0.7889,0.6621,0.5118,0.8172
3041402,0.5068,0.5428,0.5351,0.6133,0.5934
3041500,0.823,0.4292,0.8557,0.3761,0.7286
3041600,0.7809999999999999,0.6669,0.5781,0.5083,0.7359
3041700,0.8707,0.9229999999999999,0.9219,0.9061,0.955
3041800,0.924,0.8885,0.6414,0.8477,0.9282
3041900,0.8914,0.7175,0.8781,0.522,0.8562
3042000,0.6966,0.6867,0.4425,0.4484,0.6388
3042100,0.903,0.4077,0.8627,0.8709,0.8905
3042200,0.7511,0.3965,0.7639,0.8369,0.8027
3042300,0.8576,0.0523,0.8854,0.995,0.8797
3042400,0.6863,0.3742,0.8136,0.6326,0.7137
3042500,0.3423,0.2348,0.5847,0.8247,0.5363
3042600,0.8135,0.62,0.8833,0.6397,0.8336
3042700,0.8241,0.2162,0.8254,0.539,0.7226
3042800,0.742,0.7891,0.7994,0.5667,0.8058
3042900,0.8015,0.3705,0.8755,0.7789,0.8220000000000001
3043000,0.9177,0.6481,0.8682,0.633,0.8755
3043100,0.7835,0.2325,0.8835,0.5649,0.7222
3043200,0.8237,0.43,0.8765,0.7656,0.8359
3043300,0.9121,0.59,0.9303,0.792,0.905
3043400,0.6649,0.5341,0.8111,0.6067,0.7299
3043500,0.7955,0.3306,0.8594,0.9256,0.8573
3043600,0.7879999999999999,0.1766,0.7895,0.7897,0.7602
3043700,0.8139,0.0971,0.8524,0.7949,0.7529
3043800,0.7172,0.4492,0.6379,0.8974,0.7998
3043900,0.9103,0.5471,0.9245,0.3819,0.8168
3044000,0.7625,0.4901,0.5732,0.7462,0.7527
3044100,0.8859999999999999,0.0818,0.9129999999999999,0.713,0.7676
3044200,0.2779,0.6694,0.4416,0.4383,0.4151
3044300,0.7638,0.2582,0.8493,0.4849,0.6902
3044400,0.6637,0.7679,0.5536,0.5017,0.6983
3044500,0.6962,0.2454,0.8579,0.5814,0.6834
3044600,0.7474,0.2672,0.8285,0.708,0.7432
3044700,0.8386,0.5211,0.7833,0.9175,0.8861
3044800,0.6741,0.6617,0.5551,0.645,0.7127
3044900,0.9729,0.7334,0.8079999999999999,0.9542,0.9593
3045000,0.4722,0.151,0.1866,0.2596,0.2168
3045200,0.3098,0.5915,0.3167,0.4695,0.3778
3045300,0.8835,0.1386,0.6959,0.9331,0.838
3045400,0.5535,0.7959999999999999,0.4872,0.7225,0.7019
3045600,0.8502,0.6142,0.7014,0.8529,0.8705
3045800,0.3935,0.6619,0.3833,0.4045,0.4415
3046000,0.7339,0.7131,0.7647,0.6278,0.7952
3046201,0.737,0.9048,0.601,0.8989,0.8859
3046202,0.5941,0.418,0.3738,0.4751,0.506
3046400,0.6662,0.2569,0.3998,0.5222,0.5268
3046800,0.746,0.0816,0.3295,0.5176,0.4591
3047000,0.6890000000000001,0.1353,0.3181,0.6488,0.5073
3047200,0.7963,0.261,0.2715,0.8848,0.6979
3047400,0.7516,0.2976,0.36,0.8603,0.6967
3047600,0.9482,0.2689,0.5377,0.6933,0.7896
3047700,0.0978,0.0153,0.4404,0.6102,0.0959
3047800,0.7385,0.4159,0.6746,0.8891,0.8054
3048000,0.9244,0.5865,0.7878,0.9532,0.9309
3048100,0.5375,0.0531,0.7087,0.7799,0.5359
3048200,0.8253,0.5058,0.8313,0.9237,0.8871
3048400,0.718,0.1514,0.6375,0.8707,0.7189
3048500,0.4814,0.0182,0.6503,0.6374,0.3473
3048600,0.8436,0.3172,0.8740000000000001,0.6212,0.789
3048800,0.7659,0.5814,0.6862,0.8678,0.8363
3048900,0.9956,0.9973,0.9433,0.9206,0.9981
3049000,0.6919,0.6413,0.7109,0.9876,0.8915
3049100,0.8734,0.4808,0.9175,0.7167,0.8558
3049200,0.7074,0.48700000000000004,0.7072,0.8956,0.816
3049300,0.8995,0.8519,0.7802,0.4855,0.8674
3049400,0.7035,0.8255,0.7375,0.9422,0.8932
3049500,0.4097,0.0489,0.5571,0.9731,0.5521
3049600,0.7091,0.2895,0.7986,0.8711,0.7838
3049700,0.121,0.0109,0.4814,0.4515,0.0687
3049800,0.5025,0.4882,0.7511,0.5870000000000001,0.6282
3049900,0.2605,0.0087,0.4351,0.4065,0.0863
3050000,0.1138,0.2743,0.6019,0.7704,0.3971
3050100,0.4119,0.0593,0.5328,0.4196,0.2965
3050202,0.0485,0.3401,0.3726,0.9153,0.3763
3050300,0.321,0.0225,0.6064,0.6363,0.2718
3050400,0.298,0.1758,0.6724,0.8833,0.5471
3050500,0.8462,0.7088,0.8384,0.8690000000000001,0.9035
3050600,0.7971,0.45,0.8264,0.9372,0.877
3050700,0.9308,0.3267,0.6309,0.8682,0.8581
3050801,0.8692,0.4048,0.8223,0.9575,0.9029
3050803,0.73,0.1103,0.6645,0.9753,0.7799
3050804,0.6776,0.0812,0.8377,0.7339,0.6454
3050900,0.8073,0.2755,0.5299,0.6803,0.6996
3051001,0.8191,0.3837,0.8169,0.7733,0.8191
3051002,0.5748,0.3881,0.8107,0.7746,0.711
3051100,0.7717,0.2468,0.8276,0.9076,0.8259
3051200,0.7163,0.4281,0.7219,0.7708,0.7609999999999999
3051300,0.4905,0.0698,0.6429,0.8759,0.5606
3051400,0.7849,0.6237,0.8239,0.8543,0.8647
3051500,0.0429,0.0335,0.5066,0.4414,0.0846
3051601,0.7845,0.4308,0.8,0.7163,0.7909
3051602,0.7524,0.1805,0.8590000000000001,0.9745,0.845
3051700,0.1225,0.0052,0.4305,0.5062,0.055999999999999994
3051800,0.3674,0.1636,0.7058,0.7709999999999999,0.5299
3051900,0.161,0.0198,0.4928,0.5891,0.1349
3052000,0.7327,0.3831,0.7755,0.6511,0.7346
3052300,0.6038,0.1074,0.7427,0.8655,0.6685
3052500,0.8131,0.9077,0.7313,0.7507,0.8907
3052600,0.5984,0.2964,0.7682,0.7951,0.7015
3052700,0.8591,0.5969,0.8332,0.7814,0.8703
3052800,0.3576,0.8984,0.6241,0.4691,0.616
3052900,0.8011,0.1057,0.4713,0.9281,0.732
3053000,0.8703,0.1681,0.7555,0.9148,0.8442
3053100,0.7393,0.1592,0.4581,0.7043,0.6147
3053200,0.7199,0.7257,0.6967,0.6036,0.7697
3053300,0.7799,0.1411,0.4309,0.8361,0.6737
3053400,0.9041,0.5816,0.7146,0.9554,0.9195
3053500,0.8873,0.1272,0.4889,0.758,0.7147
3053700,0.867,0.0777,0.4091,0.9470000000000001,0.7392
3053800,0.6301,0.8385,0.6223,0.8744,0.8317
3053900,0.8452,0.7354,0.5718,0.7219,0.8340000000000001
3054200,0.7505,0.7689,0.5903,0.828,0.8376
3054300,0.2458,0.0721,0.5689,0.6861,0.3212
3054400,0.7571,0.4641,0.6876,0.8616,0.8133
3054500,0.9107,0.8957,0.6781,0.9606,0.9531
3054600,0.6571,0.9,0.6318,0.8096,0.8392
3054700,0.7777,0.159,0.5951,0.8964,0.7548
3054800,0.3046,0.8276,0.5336,0.7623,0.6288
3054900,0.4376,0.0469,0.5291,0.7188,0.3929
3055000,0.5601,0.3895,0.6676,0.7934,0.6828
3055100,0.3342,0.0884,0.6344,0.846,0.4803
3055200,0.4289,0.4537,0.7074,0.8201,0.6598
3055300,0.1581,0.0178,0.4845,0.8092,0.2021
3055400,0.7801,0.3488,0.7035,0.7037,0.7492
3055500,0.09699999999999999,0.0159,0.5313,0.5941,0.1122
3055600,0.5029,0.1665,0.6202,0.8496,0.6116
3055700,0.3448,0.0091,0.5365,0.5166,0.1834
3055800,0.6131,0.2732,0.6557,0.5597,0.595
3056000,0.5106,0.6161,0.5895,0.7973,0.6917
3056100,0.1059,0.032,0.5196,0.4128,0.1048
3056200,0.2998,0.3145,0.4025,0.0986,0.1705
3056300,0.5974,0.1177,0.6355,0.8272,0.6228
3056400,0.3651,0.1586,0.5394,0.4061,0.3402
3056500,0.1797,0.019,0.5113,0.3523,0.0884
3056600,0.4409,0.7125,0.7804,0.7772,0.722
3056800,0.512,0.2648,0.6854,0.07400000000000001,0.3174
3056900,0.1933,0.0132,0.4647,0.6407,0.1376
3057000,0.4028,0.4639,0.679,0.7513,0.6141
3057100,0.3995,0.0238,0.4816,0.4853,0.2253
3057200,0.9534,0.937,0.8452,0.6604,0.9355
3057300,0.2741,0.0407,0.5408,0.7619,0.318
3057400,0.4635,0.6685,0.7816,0.3918,0.5981
3057500,0.3174,0.0473,0.5322,0.5381,0.2739
3057600,0.5468,0.1603,0.8315,0.3952,0.5122
3057800,0.7263,0.1501,0.8122,0.6057,0.6679999999999999
3057900,0.4994,0.0898,0.7629,0.9258,0.6485
3058000,0.6361,0.3773,0.8227,0.6241,0.6927
3058200,0.677,0.5335,0.7668,0.552,0.7093
3058400,0.6256,0.2458,0.7078,0.5742,0.6127
3058600,0.6794,0.608,0.9041,0.8307,0.8328
3058800,0.4507,0.3544,0.7171,0.7656,0.6251
3058900,0.2559,0.1373,0.5163,0.1415,0.1587
3059000,0.7159,0.3125,0.7994,0.6848,0.7243
3059100,0.2031,0.0173,0.4897,0.3628,0.094
3059200,0.488,0.3129,0.7751,0.4977,0.5585
3059300,0.4799,0.0279,0.5676,0.2866,0.2295
3059401,0.6405,0.2487,0.8021,0.8769,0.7488
3059402,0.3902,0.467,0.6652,0.415,0.4869
3059600,0.3036,0.6411,0.6014,0.7455,0.5834
3059800,0.6411,0.2144,0.7043,0.7654,0.6734
3060000,0.4445,0.3536,0.5742,0.7101,0.562
3060600,0.7414,0.4184,0.7239,0.9834,0.8724
3060800,0.483,0.2683,0.6915,0.5885,0.5531
3061002,0.0839,0.4645,0.4608,0.5006,0.2888
3061003,0.8622,0.5958,0.8903,0.6542,0.8523
3061004,0.6173,0.7986,0.6025,0.8637,0.8079
3061200,0.1181,0.2902,0.3388,0.7024,0.2886
3061600,0.6113,0.7177,0.5126,0.3288,0.5824
3062000,0.2557,0.31,0.4144,0.1647,0.1905
3062200,0.3761,0.5487,0.6536,0.8268,0.6488
