FIPS,Socioeconomic,HouseholdCompDisab,MinorityLang,HousingTransp,Total
4051600,0.8129,0.6157,0.9181,0.1676,0.6965
4051700,0.4368,0.1355,0.6476,0.4646,0.4207
4051800,0.6995,0.4938,0.7058,0.2586,0.5927
4052000,0.4768,0.1625,0.6849,0.1674,0.3338
4052100,0.3794,0.3397,0.6812,0.5209,0.4907
4052200,0.2503,0.6365,0.4827,0.0435,0.1969
4052400,0.5622,0.3883,0.9101,0.0997,0.4558
4052500,0.6593,0.223,0.6445,0.26,0.4836
4052600,0.7294,0.4106,0.632,0.1809,0.5379999999999999
4052800,0.6165,0.6328,0.7099,0.1523,0.5365
4053000,0.4184,0.5752,0.5971,0.1668,0.3936
4053100,0.6299,0.4296,0.6722,0.1956,0.5008
4053200,0.5663,0.4139,0.6565,0.3145,0.5197
4053401,0.4418,0.4112,0.7922,0.4105,0.5334
4053500,0.7828,0.3637,0.8214,0.3496,0.6776
4053601,0.6817,0.4252,0.9285,0.4182,0.6863
4053800,0.6906,0.6774,0.8915,0.1857,0.6473
4053900,0.6457,0.071,0.8041,0.442,0.5085
4054000,0.8123,0.2856,0.8843,0.5344,0.7448
4054200,0.5048,0.2226,0.8186,0.569,0.5689
4054500,0.76,0.3575,0.8911,0.4221,0.7004
4054700,0.667,0.1342,0.9194,0.37799999999999995,0.5755
4054800,0.6086,0.0907,0.8241,0.1067,0.3498
4054900,0.7555,0.3565,0.9113,0.9424,0.862
4055100,0.7041,0.1828,0.7505,0.5626,0.6402
4055200,0.5839,0.285,0.8346,0.9861,0.8276
4055300,0.6857,0.1287,0.8497,0.5959,0.6386
4055400,0.5843,0.2377,0.8289,0.3239,0.5305
4055500,0.6363,0.2501,0.8586,0.9434,0.7948
4055600,0.408,0.0936,0.8584,0.0601,0.2241
4055700,0.6779999999999999,0.2505,0.7586,0.8106,0.7288
4055800,0.5317,0.077,0.8118,0.075,0.2714
4055900,0.6826,0.3596,0.8351,0.4923,0.6745
4056000,0.4428,0.0863,0.7522,0.1888,0.2996
4056100,0.0021,0.3414,0.7070000000000001,0.2337,0.1556
4056200,0.6308,0.0461,0.7204,0.0584,0.245
4056400,0.5056,0.7929,0.7876,0.7265,0.7517
4056500,0.5579999999999999,0.1863,0.7544,0.3991,0.5106
4056600,0.5197,0.1049,0.8138,0.265,0.4052
4056700,0.2963,0.2926,0.7402,0.1359,0.2799
4056800,0.6202,0.2881,0.8425,0.5893,0.6577
4057700,0.5852,0.3496,0.7023,0.35700000000000004,0.5446
4057900,0.5999,0.2127,0.6639,0.3125,0.479
4058000,0.6258,0.1797,0.7868,0.6627,0.6367
4058100,0.3707,0.3889,0.6825,0.3514,0.4355
4058200,0.6397,0.2053,0.5715,0.3829,0.5025
4058300,0.3239,0.1318,0.7437,0.2298,0.29
4058500,0.3543,0.0622,0.7396,0.7049,0.4276
4058700,0.4511,0.2261,0.6266,0.4594,0.4548
4058900,0.6672,0.3228,0.7443,0.3363,0.5782
4059000,0.4838,0.7534,0.6835,0.0135,0.3446
4059100,0.4691,0.2623,0.7155,0.3676,0.4678
4059200,0.4057,0.1671,0.7553,0.1046,0.2793
4059300,0.5736,0.1014,0.6179,0.5106,0.4776
4059400,0.3002,0.6283,0.5377,0.1152,0.2963
4059500,0.7062,0.1495,0.7489,0.5487,0.623
4059600,0.415,0.3635,0.5808,0.1898,0.3463
4059800,0.1533,0.3953,0.7879999999999999,0.2565,0.3064
4059900,0.6399,0.4091,0.521,0.43200000000000005,0.56
4060000,0.2252,0.5372,0.7272,0.0533,0.2328
4060100,0.5131,0.7402,0.7008,0.5259,0.6659999999999999
4060300,0.4366,0.1415,0.6384,0.3029,0.3523
4060600,0.2292,0.2639,0.8058,0.085,0.217
4060701,0.0004,0.045,0.2713,0.2172,0.01
4060800,0.2663,0.5347,0.5635,0.0547,0.2143
4061000,0.2851,0.1879,0.4802,0.2429,0.2226
4061200,0.1944,0.1937,0.5429,0.0054,0.0446
4061301,0.6724,0.1826,0.6852,0.3326,0.5234
4061302,-999.0,-999.0,-999.0,-999.0,-999.0
4061400,0.409,0.4752,0.6206,0.1131,0.3373
4061601,0.2969,0.5702,0.7231,0.099,0.3176
4061602,0.1088,0.5733,0.7231,0.0147,0.1263
4061800,0.1834,0.4108,0.5602,0.2638,0.2676
4061900,0.5889,0.4151,0.6437,0.2385,0.4894
4062000,0.0924,0.5223,0.6899,0.0607,0.1674
4062100,0.5251,0.39799999999999996,0.6614,0.126,0.3963
4062200,0.3966,0.4403,0.6924,0.0456,0.2807
4062300,0.2915,0.1718,0.5359,0.2348,0.2342
4062400,-999.0,-999.0,-999.0,-999.0,-999.0
4062500,0.4693,0.1111,0.5948,0.4229,0.3942
4062600,0.4007,0.4205,0.6219,0.0731,0.2902
4062700,0.4807,0.5136,0.6606,0.4971,0.5722
4062900,0.5462,0.4746,0.6577,0.8409,0.7114
4063000,0.1084,0.1716,0.4691,0.0769,0.0701
4063200,0.3396,0.2489,0.7849,0.0603,0.2415
4063301,0.4501,0.2239,0.5402,0.0162,0.162
4063302,0.1633,0.4069,0.3365,0.0356,0.0734
4063500,0.6198,0.506,0.5678,0.2491,0.512
4063700,0.2808,0.2482,0.5553,0.0387,0.1346
4063800,0.5199,0.3651,0.6577,0.2151,0.433
4063900,0.4876,0.3932,0.6777,0.4233,0.5241
4064101,0.385,0.6167,0.5959,0.1838,0.3985
4064102,-999.0,-999.0,-999.0,-999.0,-999.0
4064500,0.593,0.1344,0.6449,0.3964,0.47100000000000003
4064600,0.5133,0.4796,0.5920000000000001,0.0874,0.3573
4065000,0.3264,0.3003,0.6821,0.0624,0.2257
4065400,0.4499,0.3866,0.8423,0.0771,0.3629
4065501,-999.0,-999.0,-999.0,-999.0,-999.0
4065600,0.5004,0.3639,0.6687,0.2582,0.4461
4065702,0.598,0.1979,0.5924,0.4088,0.4927
4065703,0.1981,0.0665,0.4786,0.368,0.1687
4065900,0.2408,0.134,0.4239,0.1977,0.1454
4066000,0.3172,0.5184,0.8004,0.2211,0.4083
4066100,0.2648,0.526,0.4212,0.0379,0.1504
4066300,0.1055,0.4455,0.4573,0.0209,0.0668
4066400,0.5823,0.3858,0.7594,0.5452,0.6297
4066501,0.1954,0.5023,0.3485,0.1714,0.1884
4066701,0.4047,0.6813,0.5169,0.1811,0.39899999999999997
4066900,0.3104,0.3106,0.4522,0.1577,0.2201
4067100,0.3813,0.4372,0.6206,0.0342,0.2382
4067700,0.2505,0.1497,0.4313,0.1411,0.1336
4067900,0.5806,0.6276,0.7598,0.9948,0.8863
4068000,0.4843,0.5642,0.6153,0.2381,0.4666
4068200,0.4148,0.4095,0.7944,0.1287,0.3782
4068300,0.6844,0.4857,0.8809999999999999,0.8303,0.8083
4068700,0.4604,0.1945,0.8148,0.6156,0.5593
4069000,0.5727,0.7297,0.5872,0.7766,0.7371
4069300,0.6162,0.3354,0.7843,0.679,0.6801
4069400,0.6109,0.4672,0.5920000000000001,0.4416,0.5849
4069500,0.4094,0.3463,0.7581,0.3494,0.4614
4069701,0.5097,0.1138,0.7666,0.7743,0.5861
4069702,0.23600000000000002,0.6101,0.7929999999999999,0.4911,0.5044
4070300,0.3129,0.252,0.7101,0.2453,0.327
4070700,0.1813,0.5151,0.6802,0.2196,0.3039
4070900,0.2828,0.1689,0.713,0.3102,0.3141
4071100,0.1034,0.48100000000000004,0.7097,0.7957,0.4867
4071303,0.0576,0.1002,0.4996,0.5079,0.1751
4071304,0.4602,0.5851,0.7247,0.6214,0.6371
4071305,0.1751,0.0979,0.6181,0.6237,0.3075
4071306,0.2772,0.0754,0.752,0.8116,0.4492
4071600,-999.0,-999.0,-999.0,-999.0,-999.0
4071701,0.3535,0.5874,0.7124,0.7915,0.6459
4071702,0.3177,0.3088,0.7652,0.7161,0.5438
4071900,0.7331,0.2392,0.774,0.5644,0.6784
4072100,0.6695,0.4616,0.7625,0.6305,0.7135
4072300,0.1685,0.1169,0.5557,0.6111,0.2942
4072900,0.2101,0.2173,0.6167,0.3009,0.2633
4073100,0.294,0.6029,0.6132,0.0644,0.2683
4073700,0.0926,0.2557,0.534,0.7944,0.366
4073900,0.2337,0.2266,0.6371,0.9092,0.5382
4074100,0.1803,0.3515,0.6287,0.5916,0.3988
4074300,0.4387,0.7014,0.7431,0.604,0.6571
4074500,0.6569,0.9492,0.7338,0.9184,0.9002
4074700,0.5452,0.2827,0.8144,0.9356,0.7533
4074900,0.0344,0.3257,0.4363,0.3353,0.1604
4075701,0.0433,0.1762,0.6666,0.5416,0.2535
4075702,0.2379,0.6016,0.5722,0.8666,0.5867
4076901,0.0692,0.0938,0.5237,0.5686,0.2006
4076902,0.1382,0.1,0.5802,0.5576,0.2556
4077300,0.1204,0.6981,0.6561,0.5966,0.4618
4077500,0.1368,0.1479,0.6146,0.4302,0.2481
4077902,0.402,0.3594,0.4635,0.2209,0.316
4077903,0.5543,0.1256,0.7181,0.4874,0.5052
4077904,0.4884,0.5481,0.7027,0.7638,0.6824
4077905,0.3765,0.6439,0.6507,0.7582,0.6423
4077906,0.4934,0.2627,0.7278,0.7476,0.6166
4077907,0.5723,0.4983,0.5596,0.9905,0.8187
4077908,0.8728,0.0964,0.7388,0.9215,0.8189
4078800,0.6484,0.3567,0.7,0.1216,0.4541
4079000,0.7859999999999999,0.5483,0.8289,0.40700000000000003,0.7353
4079200,0.6757,0.3558,0.9249,0.5833,0.7149
4079300,-999.0,-999.0,-999.0,-999.0,-999.0
4079701,0.6388,0.4135,0.9454,0.8605,0.805
4079702,0.7518,0.0882,0.9641,0.7049,0.7116
4079900,0.9221,0.1939,0.9573,0.4051,0.7666
4080301,0.6778,0.1202,0.9425,0.3788,0.5834
4080302,0.7124,0.6799,0.9262,0.2843,0.7098
4080900,0.3081,0.4294,0.7309,0.8170000000000001,0.5996
4081400,0.7982,0.7753,0.8672,0.5972,0.8456
4081800,0.8709,0.1729,0.8975,0.5126,0.7469
4083700,0.6709,0.10800000000000001,0.9639,0.4766,0.6172
4083800,0.43700000000000006,0.3005,0.8208,0.1538,0.3822
4084000,0.7476,0.5182,0.7986,0.1521,0.5956
4084500,0.7155,0.0942,0.9781,0.9005,0.7809
4084601,0.5924,0.2945,0.7676,0.2918,0.5199
4084602,0.88,0.5407,0.7144,0.4934,0.7894
4084900,0.9084,0.0405,0.9994,0.9623,0.8654
4085300,0.8458,0.2098,0.9835,0.8564,0.8554
4085500,0.7033,0.1055,0.9652,0.7725,0.7232
4085700,0.6979,0.2071,0.9769,0.9689,0.8496
4085900,0.7122,0.2652,0.9553,0.8688,0.8135
4086100,0.6148,0.2249,0.9579,0.5394,0.6562
4086300,0.6469,0.0471,0.9765,0.8817,0.6988
4086400,0.7014,0.5566,0.8113,0.2406,0.6257
4086500,0.7926,0.1704,0.9571,0.7182,0.7724
4086900,0.7957,0.02,0.9845,0.6759,0.6284
4087100,0.6666,0.5442,0.9775,0.6809,0.7892
4088400,0.4018,0.4765,0.4771,0.4175,0.4346
4088901,0.6042,0.2305,0.9404,0.7882,0.7247
4089200,0.1915,0.6642,0.3687,0.3404,0.3068
4090700,0.5381,0.6427,0.8538,0.4536,0.6622
4091601,0.1011,0.6819,0.1212,0.4561,0.2266
4091602,-999.0,-999.0,-999.0,-999.0,-999.0
4091800,-999.0,0.4969,0.0,0.0383,-999.0
4091900,0.7244,0.1565,0.9079999999999999,0.7325,0.7257
4092200,0.0073,0.7359,0.1179,0.1455,0.0753
4092500,0.8846,0.2885,0.9148,0.355,0.7415
4092800,0.0184,0.3466,0.0243,0.0137,0.0027
4092900,0.5634,0.2858,0.8701,0.4478,0.5859
4093401,0.309,0.8583,0.3089,0.5845,0.5079
4093402,0.4246,0.5502,0.4371,0.7683,0.5761
4093800,0.6697,0.7538,0.5561,0.9084,0.8290000000000001
4093900,0.3997,0.0836,0.8043,0.2056,0.299
4094201,0.6314,0.1914,0.6961,0.8114,0.6779999999999999
4094202,0.8102,0.9102,0.6819,0.6807,0.867
4094203,0.43200000000000005,0.4955,0.7315,0.6591,0.6143
4094500,0.4107,0.6766,0.7126,0.2091,0.4739
4094700,0.6554,0.2629,0.8249,0.2781,0.5535
4095400,0.8854,0.8414,0.7567,0.9633,0.9465
4096400,0.7922,0.8052,0.726,0.6355,0.8355
4097202,0.953,0.9583,0.6942,0.7072,0.9328
4097203,0.9745,0.9645,0.8631,0.6703,0.9477
4097204,0.9266,0.9917,0.8462,0.9287,0.9822
4097300,0.4128,0.4387,0.5058,0.0715,0.2618
4098100,0.4482,0.514,0.6742,0.4795,0.5546
4098700,0.2714,0.36200000000000004,0.506,0.1235,0.2137
4099100,0.1664,0.6066,0.547,0.1237,0.2288
4099200,0.9262,0.9634,0.8091,0.9065,0.9656
4099701,0.3597,0.273,0.5377,0.1198,0.2388
4099703,0.0856,0.2577,0.7105,0.5497,0.3232
4099704,0.2625,0.6132,0.6588,0.3956,0.4454
4099705,0.1519,0.1404,0.7054,0.0491,0.1012
4099801,0.5626,0.6632,0.7759,0.8844,0.7998
4099802,0.9287,0.993,0.8918,0.8421,0.973
4099900,-999.0,-999.0,-999.0,-999.0,-999.0
4100801,0.6625,0.8211,0.5437,0.0274,0.4519
4100802,0.8419,0.8176,0.6573,0.6888,0.8535
4101001,0.8541,0.9335,0.7645,0.9418,0.9479
4101002,0.6088,0.885,0.5589999999999999,0.8717,0.8266
4101700,0.3268,0.4608,0.6689,0.1919,0.35
4102900,0.3657,0.8143,0.6462,0.4542,0.5799
4103201,0.9188,0.8622,0.8994,0.6069,0.9109999999999999
4103202,0.8483,0.7852,0.7082,0.8896,0.9075
4103300,0.3688,0.2518,0.7091,0.069,0.2459
4103900,0.6602,0.2359,0.7777,0.2225,0.5089
4104700,0.6334,0.6468,0.8518,0.8189,0.8098
4105900,0.3715,0.7237,0.693,0.2451,0.4797
4107201,0.2505,0.4469,0.2303,0.1167,0.1373
4107202,-999.0,-999.0,-999.0,-999.0,-999.0
4108500,0.3552,0.4496,0.7487,0.3104,0.4434
4109300,0.455,0.5157,0.754,0.1384,0.4243
4109700,0.0777,0.1714,0.5784,0.264,0.1585
4109900,0.4198,0.1683,0.8219,0.4534,0.4695
4111300,0.4745,0.4021,0.6827,0.1042,0.3593
4112300,0.4277,0.1836,0.7827,0.6048,0.5272
4112900,0.1695,0.6731,0.6278,0.4764,0.4334
4113300,0.2138,0.6314,0.6955,0.1212,0.3019
4113900,0.4646,0.1621,0.8122,0.4385,0.4807
4114100,0.2936,0.1904,0.6986,0.1229,0.2278
4114700,0.4161,0.3963,0.6928,0.1395,0.3568
4115100,0.2116,0.2233,0.7076,0.0155,0.1017
4115500,0.6249,0.3207,0.9299,0.505,0.6656
4115700,0.6403,0.4496,0.9441,0.8576,0.812
4115900,0.7723,0.1425,0.9565,0.7762,0.7703
4116100,0.907,0.0946,0.9548,0.9679,0.8888
4116300,0.7812,0.2449,0.9668,0.9637,0.8788
4116700,0.8545,0.0246,0.9736,0.9341,0.7876
4117100,0.6218,0.0872,0.8946,0.8177,0.6714
4117500,0.4791,0.1086,0.8468,0.495,0.4932
4118100,0.4901,0.069,0.8163,0.1923,0.3195
4118500,0.7862,0.1803,0.968,0.5068,0.7197
4118700,0.6952,0.0886,0.9437,0.7986,0.7102
4118900,0.5895,0.0808,0.9367,0.2934,0.4672
4119100,0.6865,0.0409,0.9567,0.4163,0.5313
4119300,0.6683,0.1132,0.9089,0.6392,0.6521
4119500,0.6158,0.2462,0.8301,0.2327,0.5068
4119900,0.6674,0.0609,0.9363,0.2491,0.4658
4120100,0.6508,0.0256,0.9394,0.9523,0.6919
4120300,0.8533,0.1811,0.9282,0.2364,0.6525
4120500,0.8512,0.7307,0.9748,0.8997,0.9315
4120700,0.4666,0.1687,0.8491,0.3322,0.4531
4121100,-999.0,-999.0,-999.0,-999.0,-999.0
4121500,0.7174,0.1935,0.9198,0.3027,0.5988
4122300,0.6028,0.0746,0.8045,0.1378,0.349
4122701,0.5402,0.2778,0.8198,0.6651,0.6342
4122702,0.9389,0.9946,0.8278,0.8898,0.9786
4124100,0.6115,0.4197,0.8443,0.2387,0.5568
4124700,0.6235,0.2736,0.6977,0.3172,0.5226
4125700,0.7758,0.2317,0.8577,0.9588,0.851
4126500,0.6647,0.3327,0.6951,0.4111,0.5961
4126700,0.915,0.0328,0.7006,0.5835,0.6438
4127700,0.1658,0.2842,0.4656,0.0943,0.1187
4128300,-999.0,-999.0,-999.0,-999.0,-999.0
4129102,0.2277,0.3552,0.6233,0.23,0.2799
4129103,0.2799,0.4005,0.5757,0.3079,0.3384
4129104,0.1747,0.2332,0.7555,0.3535,0.3083
4130100,0.2984,0.5149,0.6115,0.17800000000000002,0.3253
4133300,0.4886,0.349,0.7105,0.2482,0.4446
4133900,0.2033,0.6677,0.6443,0.1382,0.3056
4134100,0.5358,0.3028,0.8340000000000001,0.2375,0.4822
4134700,0.5526,0.0644,0.8365,0.5866,0.5162
4136700,0.5721,0.3969,0.8621,0.4702,0.6247
4137700,0.5603,0.5958,0.8532,0.4453,0.6575
4138501,0.2959,0.21,0.846,0.051,0.2141
4138502,0.7167,0.4963,0.2534,-999.0,-999.0
4139900,0.1007,0.4283,0.7198,0.5821,0.3932
4140300,0.3065,0.0991,0.8359,0.2296,0.2828
4140901,0.3251,0.3364,0.8594,0.2395,0.3905
4140902,0.4345,0.1334,0.9027,0.196,0.3658
4141700,0.5079,0.2753,0.8082,0.0729,0.3483
4142900,0.379,0.1198,0.8447,0.3127,0.3703
4143500,0.3326,0.1842,0.8153,0.0702,0.2349
4144100,0.2435,0.2222,0.7889,0.2138,0.2878
4144700,0.706,0.4777,0.9103,0.3867,0.6946
4145101,0.4983,0.4903,0.8132,0.3114,0.5442
4145102,0.4787,0.5545,0.8981,0.3618,0.5921
4145900,0.3771,0.0481,0.86,0.1038,0.2039
4146300,0.431,0.3259,0.7476,0.6641,0.5768
4146700,0.1434,0.1336,0.7064,0.9359999999999999,0.4886
4147100,0.3918,0.1369,0.7649,0.7288,0.5278
4147900,0.2586,0.3183,0.7305,0.3402,0.3635
4148300,0.0441,0.4011,0.5416,0.0825,0.0994
4150701,0.1254,0.2573,0.5792,0.6173,0.3322
4150702,0.2592,0.7024,0.7254,0.7184,0.601
4152901,0.3164,0.2534,0.7852,0.3409,0.3927
4152902,0.3185,0.2208,0.7297,0.6504,0.4805
4155101,0.0713,0.4965,0.0992,0.7331,0.244
4155102,0.3007,0.4907,0.5581,0.5557,0.4587
4156700,0.932,0.4395,0.8157,0.8305,0.8894
4157101,0.3703,0.115,0.7198,0.3085,0.3317
4157102,0.6289,0.1421,0.8233,0.1438,0.4222
4157901,0.1502,0.2526,0.7318,0.2039,0.2286
4157902,0.3353,0.1311,0.7109,0.2549,0.2973
4157903,0.6453,0.5644,0.7592,0.1703,0.5544
4161700,0.1799,0.0989,0.6551,0.0744,0.1033
4162100,0.6278,0.2726,0.7746,0.7547,0.695
4990100,-999.0,-999.0,-999.0,-999.0,-999.0
5000300,0.4544,0.1171,0.639,0.9113,0.6056
5000600,0.685,0.4709,0.7047,0.6973,0.727
5000700,0.8278,0.9257,0.7548,0.7192,0.8959
5000800,0.6046,0.309,0.6911,0.3121,0.5203
5000900,0.7418,0.4339,0.5847,0.4979,0.6649
5001100,0.6446,0.6334,0.6482,0.857,0.7886
5001700,0.7493,0.6338,0.647,0.6165,0.7575
5001800,0.1355,0.239,0.4235,0.546,0.2589
5002001,0.5512,0.436,0.5816,0.919,0.7303
5002002,0.3682,0.7255,0.5097,0.6457,0.5763
5002100,0.736,0.5374,0.7915,0.9590000000000001,0.8741
5002700,0.9291,0.9758,0.7825,0.8862,0.9641
5002900,0.8092,0.9195,0.8763,0.6026,0.882
5003300,0.3375,0.2984,0.5829,0.8054,0.5409
5003600,0.581,0.2078,0.6078,0.1175,0.3475
5003900,0.2472,0.3327,0.5332,0.8479,0.5071
5004000,0.8877,0.8344,0.8338,0.6844,0.8979
5004700,0.2702,0.0566,0.4165,0.8473,0.3427
5005000,0.5421,0.5834,0.6301,0.43,0.5842
5005900,0.2725,0.145,0.4662,0.3168,0.22699999999999998
5006400,0.7781,0.8424,0.6091,0.9557,0.9062
5006700,0.1276,0.2497,0.2491,0.4863,0.1892
5007000,0.5062,0.3209,0.601,0.7874,0.622
5007400,0.6181,0.4176,0.6992,0.7474,0.7033
5007500,0.7489,0.5514,0.6458,0.7727,0.7826
5007700,0.8425,0.5122,0.78,0.8935,0.8784
5008100,0.7673,0.9232,0.7186,0.9892,0.9485
5009601,0.3558,0.1462,0.5249,0.7087,0.4305
5009602,0.4737,0.1316,0.506,0.8583,0.551
5009700,0.4194,0.6586,0.6175,0.1272,0.4
5010500,0.6434,0.767,0.6796,0.6071,0.7465
5011201,0.5354,0.3854,0.5670000000000001,0.0897,0.3419
5011202,0.4857,0.1361,0.648,0.4041,0.4232
5011401,0.7787,0.8629,0.6043,0.6295,0.8247
5011402,0.3767,0.2026,0.4555,0.3013,0.2946
5012100,0.3096,0.5159,0.3231,0.26899999999999996,0.2811
5012200,0.3023,0.1702,0.3332,0.1707,0.1529
5012500,0.7051,0.4321,0.6854,0.311,0.6012
5012804,0.3518,0.6208,0.5262,0.1554,0.3417
5012805,0.4142,0.3418,0.4146,0.1401,0.2577
5012806,0.563,0.4257,0.514,0.3794,0.5039
5013201,0.2545,0.6204,0.4047,0.0816,0.2041
5013203,0.4952,0.619,0.4627,0.0499,0.3089
5013204,0.24600000000000002,0.1489,0.3658,0.2806,0.1753
5013301,0.9724,0.9983,0.8138,0.6104,0.9631
5013302,0.7847,0.626,0.8474,0.8245,0.8583
5013400,0.3759,0.5872,0.4536,0.1658,0.3274
5013800,0.3247,0.7117,0.4975,0.2066,0.3724
5014100,0.5441,0.3073,0.7169,0.62,0.6085
5014604,0.3523,0.29,0.4445,0.1722,0.2405
5014605,0.1175,0.2974,0.3637,0.2188,0.1305
5014606,0.1521,0.1433,0.2709,0.122,0.0585
5014607,0.3326,0.4391,0.3414,0.2466,0.2732
5014608,0.4581,0.4622,0.4045,0.0684,0.2521
5014700,0.0228,0.1549,0.1052,0.3421,0.051
5015100,0.2511,0.1545,0.4763,0.2344,0.1938
5015400,-999.0,-999.0,-999.0,-999.0,-999.0
5015601,0.2242,0.4248,0.2693,0.4675,0.2766
5015602,0.156,0.2396,0.1031,0.0419,0.0253
5015603,0.3806,0.4804,0.3649,0.1003,0.2307
5016901,0.5176,0.2408,0.5864,0.1886,0.3624
5017005,0.185,0.2113,0.4532,0.2963,0.1998
5017007,0.3199,0.32799999999999996,0.4707,0.1672,0.2396
5017008,0.2584,0.3044,0.3241,0.0201,0.0654
5017009,0.2147,0.4438,0.3563,0.1059,0.1481
5017010,0.2708,0.4934,0.41200000000000003,0.0446,0.1531
5017011,0.315,0.6708,0.3449,0.2283,0.3147
5017012,0.3042,0.552,0.3759,0.0537,0.1809
5017300,0.7929999999999999,0.9387,0.6759,0.6587,0.8641
5017600,0.1757,0.2303,0.2351,0.3222,0.1432
5017700,0.0785,0.4195,0.4478,0.1179,0.1166
5018100,0.3566,0.3786,0.4035,0.4318,0.3656
5018701,0.5207,0.2295,0.5027,0.517,0.4728
5018702,0.3067,0.28,0.6148,0.9163,0.589
5018901,0.4863,0.3645,0.4588,0.3179,0.4039
5018902,0.4567,0.5946,0.6076,0.5099,0.5712
5019700,0.1123,0.3038,0.3247,0.0315,0.0438
5019800,0.1635,0.2668,0.2994,0.3218,0.1703
5020100,0.3361,0.2309,0.6592,0.1295,0.2562
5020700,0.7586,0.22,0.8878,0.6109,0.7214
5020801,0.45899999999999996,0.4665,0.2753,0.1117,0.2456
5020803,0.223,0.4886,0.2353,0.1088,0.1272
5020804,0.0783,0.2751,0.2705,0.2006,0.0853
5021300,0.5673,0.5397,0.6936,0.6502,0.6739
5022300,0.6384,0.5382,0.6971,0.7942,0.75
5022600,0.1786,0.3026,0.3992,0.3717,0.2303
5022800,-999.0,0.0,0.4786,0.0812,-999.0
5023100,0.6175,0.3342,0.7608,0.5955,0.6539
5023900,0.8104,0.235,0.7885,0.6797,0.7490000000000001
5024401,0.2497,0.152,0.1835,0.1467,0.0836
5024402,0.3585,0.0896,0.3122,0.2265,0.1558
5024700,0.6281,0.3984,0.6784,0.4329,0.5948
5024800,0.2756,0.3373,0.2932,0.2673,0.2133
5025100,0.1353,0.1237,0.4697,0.039,0.0463
5027301,0.4072,0.486,0.5666,0.3396,0.4396
5027302,0.3299,0.6103,0.4282,0.22399999999999998,0.3303
5027702,0.2876,0.4775,0.5891,0.8792,0.5969
5027704,0.4115,0.2084,0.5052,0.081,0.2089
5027705,0.4623,0.3788,0.6041,0.1392,0.3519
5027706,0.4629,0.6289,0.6196,0.1268,0.4137
5027900,0.3601,0.2695,0.414,0.3918,0.3286
5029102,0.4225,0.8699,0.5975,0.2872,0.5571
5029103,0.4474,0.1669,0.5278,0.3243,0.3481
5029104,0.4165,0.4736,0.5134,0.1552,0.332
5030301,0.523,0.0843,0.6332,0.2729,0.3467
5030302,0.5792,0.3499,0.6802,0.1589,0.4344
5031901,0.9577,0.9544,0.7687,0.6088,0.9288
5031902,0.7240000000000001,0.8088,0.748,0.9194,0.8884
5032300,0.4878,0.0998,0.7052,0.5153,0.4577
